Name,City,Category,Type,Tags,Attaché Note,Website,Lat,Long,Country,Formatted Address
The Birthplace of Hip Hop,Bronx,Food,Historical landmark,Food,,https://birthplaceofhiphop.nyc/,40.8471331,-73.9244357,,
The Bon Vivant,Edinburgh,Food,Bar,"Bar, Food","European-inspired snacks & mains pair with champagne & cocktails in relaxed, wood-accented environs.",http://www.bonvivantedinburgh.co.uk/,55.9539999,-3.1997123,United Kingdom,"55 Thistle St, Edinburgh EH2 1DY, UK"
The Bronx Beer Hall,Bronx,Food,Bar,"Bar, Food",Busy beer hall inside an Italian market offering draft brews & casual eats from on-site vendors.,https://www.thebronxbeerhall.com/,40.854064,-73.8882159,,
The Chophouse,Dublin 4,Food,Restaurant,"Food, Outdoor Seating, Restaurant",Internationally inspired menus in an airy and contemporary pub-style venue with small terrace.,http://www.thecow.ie/,53.3370371,-6.2340935,Ireland,"2 Shelbourne Rd, Dublin 4, Co. Dublin, D04 V4K0, Ireland"
The Flour Pot Bakery - Sydney St,Brighton and Hove,Food,Bakery,"Bakery, Food",,https://theflourpot.co.uk/,50.8272085,-0.1378396,United Kingdom,"40 Sydney St, Brighton and Hove, Brighton BN1 4EP, UK"
The Highgate Pantry,London,Food,Bakery,"Bakery, Food",,,51.5709793,-0.1490656,United Kingdom,"57 Highgate High St, London N6 5JX, UK"
The Hopbine Inn,Matfield,Food,Pub,Food,,http://thehopbine.pub/,51.1462245,0.383616,United Kingdom,"2 Tibbs Ct Ln, Matfield, Tonbridge TN12 7NB, UK"
The Islands,Brooklyn,Food,Caribbean restaurant,"Food, Restaurant","Jerk chicken, curry goat and other island flavors are the focus at this tiny neighborhood favorite.",https://www.theislands.getsauce.com/,40.677064,-73.963421,,
The Junction,New York,Food,Sports bar,"Bar, Food",Midtown residents and Grand Central commuters frequent this sports bar for casual beers & pub food.,http://www.thejunctionnyc.com/,40.749271,-73.977374,,
The Lantern Bookshop,Washington,Food,Used book store,Food,,http://www.lanternbookshop.org/,38.9089632,-77.0646916,,
The Mirror Bar,London,Food,Cocktail bar,"Bar, Food","Elegant cocktail lounge bar with decorative mirrors, in a refined hotel setting.",https://www.landmarklondon.co.uk/dining/mirror-bar/,51.5214599,-0.1626027,United Kingdom,"222 Marylebone Rd, London NW1 6JQ, UK"
The Oysterman,Duxbury,Food,Gastropub,Food,"Polished surf 'n' turf hangout with raw bar, comfort food & large beer selection.",http://oystermangroup.com/,42.0484966,-70.6864353,,
The Palmerston,Edinburgh,Food,Restaurant,"Food, Historic, Restaurant",Classic restaurant with old-fashioned decor & daily-changing menu of area-sourced dishes.,http://www.thepalmerstonedinburgh.co.uk/,55.9473043,-3.2151583,United Kingdom,"1A Palmerston Pl, Edinburgh EH12 5BJ, UK"
The Pastry Section,Edinburgh,Food,Bakery,"Bakery, Food",,https://www.pastrysection.com/,55.972688,-3.1755205,United Kingdom,"143 Great Jct St, Edinburgh EH6 5JB, UK"
The Piemaker,Edinburgh,Food,Pie shop,Food,"Simple spot serving an extensive menu of savoury pies, plus soups, burgers and baguettes.",http://www.thepiemaker.co.uk/,55.9486119,-3.1866106,United Kingdom,"38 South Bridge, Edinburgh EH1 1LL, UK"
The Quality Chop House,London,Food,Chophouse restaurant,"Food, Restaurant",19th-century working man's 'eating house' revamped as a Modern British dining room and wine bar.,http://www.thequalitychophouse.com/,51.5247718,-0.1100117,United Kingdom,"94 Farringdon Rd, London EC1R 3EA, UK"
The Silver Palm,Chicago,Food,American restaurant,"Food, Restaurant","Eatery serving sizable portions of American grub, wine & beer in a railroad dining car from 1947.",,41.895577,-87.6547697,,
the source coffee roasters,Edinburgh,Food,Coffee shop,"Coffee, Food",,https://www.thesourcecoffee.co.uk/,55.9460068,-3.2032241,United Kingdom,"4 Spittal St Ln, Edinburgh EH3 9DB, UK"
The Sussex Arms,London,Food,Pub,Food,"Victorian pub brought up to date with splashes of colour, modern art and studded wooden ceiling.",http://www.sussexarms.com/,51.5150598,-0.1738251,United Kingdom,"21 London St, Tyburnia, London W2 1HL, UK"
The Vineyard Restaurant and Bar,Madera,Food,American restaurant,"Food, Restaurant","Relaxed spot featuring Italian-American fare including steaks, seafood & a host of local wines.",http://www.vineyardrestaurant.com/,36.9542262,-120.0579477,,
The Wolf,Oakland,Food,Californian restaurant,"Food, Restaurant","A charming neighborhood brasserie offering French-Californian fare & wine in modern, airy quarters.",http://thewolfoakland.com/,37.8246741,-122.2550544,,
Thistle Sandwich Bar,Edinburgh,Food,Sandwich shop,Food,,https://www.facebook.com/thistle.sandwich.bar.edinburgh/,55.9538899,-3.2000799,United Kingdom,"67 Thistle St N W Ln, Edinburgh EH2 1DY, UK"
Thistle Street Bar,Edinburgh,Food,Bar,"Bar, Food","Cosy, atmospheric dark wood local with booths, Scottish bar food, TV sport and small beer garden.",https://thistlestreetbar.com/,55.9541723,-3.1989666,United Kingdom,"39 Thistle St, Edinburgh EH2 1DY, UK"
Three o'clock romance mural,Willemstad,Food,Tourist attraction,Food,,http://curacao.com/,12.1075828,-68.9315941,Curaçao,"4359+29J, Van Raderstraat, Willemstad, Curaçao"
Times Square Diner & Grill,New York,Food,Diner,Food,"American diner fare and a full bar offered in a stylish, modern atmosphere with loft-height ceilings.",https://www.timesquaredinerandgrill.com/,40.7615461,-73.9869074,,
Tin Roof Maui,Kahului,Food,Hawaiian restaurant,"Food, Restaurant","Bustling local counter turning out pork belly bowls, garlic noodles & other Hawaiian comfort fare.",http://www.tinroofmaui.com/,20.8849802,-156.4536926,,
"Tip Top Motel, Cafe, And Bakery",Lihue,Food,,Food,,https://www.tiptop-motel.com/,21.9791537,-159.3673482,,
Tokyo Yakult Swallows Official Goods Shop,7,Food,General store,Food,Retail store carrying branded apparel & accessories for the Tokyo Yakult Swallows baseball team.,https://www.yakult-swallows.co.jp/pages/goods/shop,35.6709026,139.716976,Japan,"Japan, 〒107-0061 Tokyo, Minato City, Kitaaoyama, 2-chōme−7−２２ H・T・神宮外苑ビル ５F"
Tokyo Yakult Swallows Shop,2,Food,Collectibles store,Food,,http://www.yakult-swallows.co.jp/pages/goods/shop,35.6770343,139.7175862,Japan,"2-2 Kasumigaokamachi, Shinjuku City, Tokyo 160-0013, Japan"
Trattoria Bolognese da Mauro,Milano,Food,Italian restaurant,"Food, Restaurant","Lively, friendly trattoria serving Bolognese pasta & meat dishes, plus house wine & dessert.",https://www.facebook.com/groups/382608620534/,45.4481306,9.1647557,Italy,"Via Elia Lombardini, 14, 20143 Milano MI, Italy"
Trattoria Da Enzo al 29,Roma,Food,Roman restaurant,"Food, Restaurant","A simple, tucked-away eatery with sidewalk tables, serving Roman classics such as fried artichoke.",http://www.daenzoal29.com/,41.8880847,12.4778554,Italy,"Via dei Vascellari, 29, 00153 Roma RM, Italy"
Trucking Delicious,Hanalei,Food,Restaurant,"Food, Restaurant","Colorful, energetic coffee shop turning out seafood, local dishes & other comfort fare.",https://truckingdeliciouskauai.com/,22.2033374,-159.4954896,,
Tsukada Nojo Akihabara Chuo Dori,13,Food,Izakaya restaurant,"Food, Restaurant",,https://shop.ap-holdings.jp/tsukadanojo/detail/67/,35.6990834,139.7716423,Japan,"Japan, 〒101-0021 Tokyo, Chiyoda City, Sotokanda, 1-chōme−13−３ ヒューリック秋葉原中央通りビル5F"
Tsutaya Ebisubashi,8,Food,Book store,Food,,https://store-tsutaya.tsite.jp/store/detail?storeId=4900,34.66866,135.50153,Japan,"1-chōme-8-19 Dōtonbori, Chuo Ward, Osaka, 542-0071, Japan"
ULTRAMARINOS DEMAR,xico,Food,Restaurant,"Food, Restaurant",,https://www.instagram.com/ultramarinos.rest,19.4234715,-99.1586808,,
United Services Club,Bemloi,Food,Club,Food,,,31.1007144,77.17774,India,"452H+73Q, Ridge To US Club, Bemloi, Shimla, Himachal Pradesh 171001, India"
Unnamed Road,,Food,Restaurant,"Food, Restaurant",,,,,,
Uobei Shibuya Dougenzaka,29,Food,Conveyor belt sushi restaurant,"Food, Restaurant","Busy sushi joint with plates delivered via conveyor belt, plus noodle dishes & fried sides.",https://www.genkisushi.co.jp/search/map.php?id=232&utm_source=gmb&utm_medium=referral&utm_campaign=gmb&utm_content=U312,35.6594349,139.6979207,Japan,"Central Bldg. 6, 2-chōme-29-11 Dōgenzaka, Shibuya, Tokyo 150-0043, Japan"
Upper Lascar Row,,Food,Restaurant,"Food, Restaurant",,,22.2848892,114.1496663,Hong Kong,"30 Upper Lascar Row, Tai Ping Shan, Hong Kong"
Vagabond Wines Birmingham,Birmingham,Food,Wine bar,"Bar, Food, Wine","Relaxed wine store & bar offering bottles to sample, plus artisan cheese & charcuterie.",https://vagabondwines.co.uk/locations/birmingham?utm_source=google&utm_medium=organic&utm_campaign=google-business-listing&utm_content=gmb-website-button,52.4808926,-1.9005941,United Kingdom,"39 Bennetts Hill, Birmingham B2 5SN, UK"
Valhallabageriet,Östermalm,Food,Cafe,"Coffee, Food",,https://www.facebook.com/valhallabageriet/,59.3459256,18.0638897,Sweden,"Odengatan 19, 114 24 Stockholm, Sweden"
Valois Restaurant,Chicago,Food,American restaurant,"Food, Restaurant","A counter-service smorgasbord of American comfort food served in a casual, muraled space. Cash only.",https://www.valoisrestaurant.com/,41.7997683,-87.5883172,,
Vecchio Forno,Firenze,Food,Bakery,"Bakery, Food",,,43.7772057,11.2561449,Italy,"Via S. Gallo, 1R, 50129 Firenze FI, Italy"
Veniero's Pasticceria & Caffe,New York,Food,Bakery,"Bakery, Food","Busy, circa-1894 Italian bakery serving cannoli & coffee beneath a stained-glass ceiling.",http://www.venieros.com/,40.7294208,-73.9845332,,
Vernáculo,Valle Oriente,Food,Mexican restaurant,"Food, Restaurant",Wareheim,https://vernaculo.com/,25.6453022,-100.3222799,Mexico,"Av Lázaro Cárdenas 303, Valle Oriente, 66260 San Pedro Garza García, N.L., Mexico"
Very Fresh Noodles,New York,Food,Chinese noodle restaurant,"Food, Restaurant","Busy Chelsea Market stand turns out hand-pulled noodle soups & bowls, including beef, lamb & vegan.",http://www.veryfreshnoodles.com/,40.7420897,-74.0054987,,
Vete-Katten,Stockholm,Food,Cafe,"Coffee, Food",bakery,http://www.vetekatten.se/,59.334106,18.0583098,Sweden,"Kungsgatan 55, 111 22 Stockholm, Sweden"
Via Carota,New York,Food,Italian restaurant,"Food, Restaurant","Italian trattoria serving traditional plates & apéritifs in a rustic, cozy space.",http://viacarota.com/,40.7331437,-74.0036671,,
Via Pasteria,Milano,Food,Restaurant,"Food, Restaurant",,https://viapasteria.com/,45.4569618,9.1735906,Italy,"Via Cesare da Sesto, 5, 20123 Milano MI, Italy"
"Via San Paolo, 1",Napoli,Food,Restaurant,"Food, Restaurant",Coffee,,40.8523979,14.2559989,Italy,"Via San Paolo, 1, 80138 Napoli NA, Italy"
Vibrator Cafe,7,Food,Cafe,"Coffee, Food",,http://www.vibebar.jp/,35.6586656,139.6985662,Japan,"Japan, 〒150-0043 Tokyo, Shibuya, Dōgenzaka, 2-chōme−7 Shimizu Bldg., ３F"
Vigneron,xico,Food,Wine bar,"Bar, Food, Wine",,http://instagra.com/vigneron.mx,19.4145413,-99.1603471,,
Vilnius Old Town,Vilnius,Food,Restaurant,"Food, Restaurant",Kayaks etc,,54.6800421,25.3039759,Lithuania,"Vilniaus Paupio-Užupio tiltas, Paupio-Užupio tiltas, 11341 Vilnius, Lithuania"
Vinfolket,Stockholm,Food,Wine bar,"Bar, Food, Wine",,https://vinfolket.se/info/vinbarer/?utm_source=google,59.3368116,18.0583509,Sweden,"Drottninggatan 73B, 111 36 Stockholm, Sweden"
Viskio Baras “King & Mouse - Whisky Bar & Shop”,Vilnius,Food,Bar,"Bar, Food",,http://kingandmouse.lt/,54.6799665,25.2786768,Lithuania,"Trakų g. 4, 01132 Vilnius, Lithuania"
Vytopna Railway Restaurant - Wien Naschmarkt,Wieden,Food,Restaurant,"Food, Restaurant",,http://www.vytopna.at/,48.1979841,16.3631361,Austria,"Rechte Wienzeile 21/1, 1040 Wien, Austria"
Waikapu On 30,Wailuku,Food,Takeaways,Food,,,20.8530446,-156.5036845,,
WARUDE,Brooklyn,Food,Restaurant,"Food, Outdoor Seating, Restaurant",Funky destination with outdoor seating offering health-conscious fusion tacos and Japanese bowls.,http://www.warude.com/,40.6843695,-73.94396,,
WatchHouse Hanover,London,Food,Coffee shop,"Coffee, Food",,http://watchhouse.com/,51.5137269,-0.1451025,United Kingdom,"1st Floor, 18 Hanover Square, London W1S 1JY, UK"
Watling St,London,Food,Restaurant,"Food, Restaurant",daddies,,51.5131501,-0.0943851,United Kingdom,"19 Watling St, London EC4M 9BR, UK"
Wiener Würstelstand,Josefstadt,Food,Hot dog stand,Food,,http://www.wienerwue.at/,48.2079062,16.3486725,Austria,"Pfeilgasse 1, 1080 Wien, Austria"
Wild 1,20,Food,Adult entertainment store,Food,,https://www.wildone.co.jp/user_data/shop_honten.php,35.6593271,139.6958287,Japan,"2-chōme-20-12 Dōgenzaka, Shibuya, Tokyo 150-0043, Japan"
Wild Fish,Pacific Grove,Food,Seafood restaurant,"Food, Restaurant, View","Upmarket find for local, organic dishes with a seafood emphasis, warm atmosphere & ocean views.",http://www.wild-fish.com/,36.6204974,-121.9170213,,
Win Son Bakery,Brooklyn,Food,Bakery,"Bakery, Food",Laid-back neighborhood spot serving inventive twists on Taiwanese classics for brunch & dinner.,http://winsonbrooklyn.com/,40.7072427,-73.9429659,,
Wo Hop,New York,Food,Chinese restaurant,"Food, Restaurant","Lo mein, dumplings & other Szechuan specialties in a basement nook that has sidewalk seating.",http://wohop17.com/,40.7142762,-73.998921,,
Wu's Wonton King,New York,Food,Chinese restaurant,"Food, Restaurant",Wareheim,https://www.fooddiscoveryapp.com/new-york-city/wus-wonton-king,40.7138317,-73.989964,,
Würstelstand - Zum scharfen René,Innere Stadt,Food,Hot dog restaurant,"Food, Restaurant",,http://www.vomscharfenrene.at/,48.2003543,16.3746265,Austria,"Schwarzenbergpl. 15, 1010 Wien, Austria"
Würstelstand zum Hohen Markt,Wien,Food,Hot dog restaurant,"Food, Restaurant",,https://zumhohenmarkt.at/,48.2112219,16.3723232,Austria,"Hoher Markt ggü 8, 1010 Wien, Austria"
Yaeyama High School,Tonoshiro,Food,Senior high school,Food,,http://www.yaeyama-h.open.ed.jp/,24.3416855,124.1645487,Japan,"275 Tonoshiro, Ishigaki, Okinawa 907-0004, Japan"
Yakiniku Itadaki,10,Food,Yakiniku restaurant,"Food, Restaurant",,https://tabelog.com/tokyo/A1302/A130204/13022343/dtlmenu/,35.6896204,139.782362,Japan,"Japan, 〒103-0006 Tokyo, Chuo City, Nihonbashitomizawachō, 10−１５ 勢州屋本店ビル ２Ｆ"
Yakitori Ton Ton,1,Food,Izakaya restaurant,"Food, Restaurant",,,35.6729525,139.7607735,Japan,"2-chōme-1-10 Yūrakuchō, Chiyoda City, Tokyo 100-0006, Japan"
Yappari Steak,Shineichō,Food,Steak house,Food,,https://yapparigroup.jp/,24.3430856,124.1535518,Japan,"10-7 Shineichō, Ishigaki, Okinawa 907-0014, Japan"
Yodobashi Camera Multimedia Umeda,1,Food,Electronics store,Food,,https://www.yodobashi.com/ec/store/0081/,34.7040943,135.496268,Japan,"Japan, 〒530-0011 Osaka, Kita Ward, Ōfukachō, 1−１ ヨドバシ梅田タワー LINKS UMEDA 5F"
Yonehara Beach,Fukai,Food,Beach,Food,This white sand beach lined with lush greenery is bathed by a turquoise sea with coral reefs.,,24.4530275,124.1856135,Japan,"144-2 Fukai, Ishigaki, Okinawa 907-0451, Japan"
You And Me Cafe and Restaurant,Pokhara,Food,Restaurant,"Food, Restaurant",,,28.207595,83.9659772,Nepal,"6X48+W7W, ठाडोपसल पथ, Pokhara 33700, Nepal"
Yuk Kin Fast Food,,Food,Hong Kong style fast food restaurant,"Food, Restaurant",,,22.2842742,114.1487713,Hong Kong,"6b Tai Ping Shan St, Sheung Wan, Hong Kong"
Zahrat Lebnan - Al Khalidya - زهرة لبنان الخالدية,Al Hisn,Food,Lebanese restaurant,"Food, Restaurant",,https://zahratlebnan.com/,24.4764189,54.353012,United Arab Emirates,3 Ar Rihayat St - Al Hisn - W4 - Abu Dhabi - United Arab Emirates
Žemaičių ąsotis,Vilnius,Food,Lithuanian restaurant,"Food, Restaurant",,http://www.zemaiciuasotis.lt/,54.6748712,25.2703163,Lithuania,"Naugarduko g. 32-1, 03225 Vilnius, Lithuania"
Zübeyir Ocakbaşı/Taksim,Beyoğlu,Food,Grill,Food,,http://zubeyirocakbasi.com.tr/,41.0364995,28.982088,Türkiye,"Şehit Muhtar Mahallesi Bekar Sokak No::28, Şehit Muhtar, 34435 Beyoğlu/İstanbul, Türkiye"
بيت الختيار- حمدان Bait El Khetyar - Hamdan,Al Danah,Food,Restaurant,"Food, Restaurant",,,24.4886527,54.3609198,United Arab Emirates,12 Sharf Matyar St - Al Danah - E6 - Abu Dhabi - United Arab Emirates
مطعم الامور الرقة,Al Muraqqabat,Food,Restaurant,"Food, Restaurant",,,25.2620429,55.3272317,United Arab Emirates,79 Al Rigga Rd - Al Muraqqabat - Dubai - United Arab Emirates
あんつく,1,Food,Restaurant,"Food, Restaurant",,https://antsuku-yaeyamasoba.com/,26.2157598,127.6882719,Japan,"3-chōme-1-1 Makishi, Naha, Okinawa 900-0013, Japan"
キミ食堂,Tonoshiro,Food,Syokudo and Teishoku restaurant,"Food, Restaurant",,https://www.instagram.com/kimi_shokudou,24.3416432,124.1665856,Japan,"319-6 Tonoshiro, Ishigaki, Okinawa 907-0004, Japan"
ギャリエヤマシタ1号館,Tenshōjimaechō,Food,Art gallery,Food,,http://www.e-gaku.jp/gallery1.html,35.0093618,135.7671043,Japan,"534-2 Tenshōjimaechō, Nakagyo Ward, Kyoto, 604-8081, Japan"
スポーツショップマック【野球専門店】,Shineichō,Food,Sporting goods store,Food,,,24.3433856,124.1531648,Japan,"10-12 Shineichō, Ishigaki, Okinawa 907-0014, Japan"
やきにく CHAN 石垣島,Misakichō,Food,Yakiniku restaurant,"Food, Restaurant",,https://yakinikuchan-ishigaki.foodre.jp/,24.3390584,124.1561718,Japan,"8-9 Misakichō, Ishigaki, Okinawa 907-0012, Japan"
元祖石垣牛カツ 石垣島,Ōkawa,Food,Japanese restaurant,"Food, Restaurant",,http://ishigakigyu-katsu.com/,24.3404707,124.1573218,Japan,"Japan, 〒907-0022 Okinawa, Ishigaki, Ōkawa, ２７９ 石垣島 石垣牛肉 黒毛和牛 美崎牛 ランチ 安い おすすめ 石垣牛が美味しい店"
公園茶屋,Kabira,Food,Syokudo and Teishoku restaurant,"Food, Restaurant",,,24.4603433,124.1424917,Japan,"934-37 Kabira, Ishigaki, Okinawa 907-0453, Japan"
子供広場コンビネーション遊具,,Food,Restaurant,"Food, Restaurant",,,,,,
寿五八,Ishigaki,Food,Ice cream shop,Food,,https://www.instagram.com/jugoya_gelato/,24.3411895,124.1569432,Japan,"14-2 Ishigaki, Okinawa 907-0023, Japan"
石垣島 ポーク玉子おにぎり 専門店,Misakichō,Food,Sandwich shop,Food,,,24.3382011,124.1566464,Japan,"3 Misakichō, Ishigaki, Okinawa 907-0012, Japan"
石垣牛炭火焼肉 河伯菜館,Ōkawa,Food,Yakiniku restaurant,"Food, Restaurant",,https://kohakusaikan-ishigaki.com/,24.3493704,124.1636543,Japan,"538-1 Ōkawa, Ishigaki, Okinawa 907-0022, Japan"
美崎牛本店・炭火焼肉misaki・美崎別邸,Ōkawa,Food,Yakiniku restaurant,"Food, Restaurant",,https://miskai0575.com/,24.3491277,124.1643947,Japan,"533 Ōkawa, Ishigaki, Okinawa 907-0022, Japan"
麺屋 八重山style,Ōkawa,Food,Ramen restaurant,"Food, Restaurant",,https://www.facebook.com/yaeyamastyle/,24.3401998,124.1578537,Japan,"209-6 Ōkawa, Ishigaki, Okinawa 907-0022, Japan"
,Vienna,Food,Restaurant,"Food, Restaurant",,,48.2042269,16.3601989,Austria,"6936+M3 Vienna, Austria"
